TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount($),SalesCampaignType,TransactionTimeMinutes
433,12/21/2024,1034,2026,403,0,1320.57,Clearance,25
434,9/13/2024,1108,2078,403,3,855.79,Customer Appreciation,14
435,3/14/2025,1094,2061,403,2,826.35,Manager's Special,6
436,7/27/2024,1030,2057,402,3,1611.66,Customer Appreciation,3
437,12/29/2024,1013,2013,401,3,2459.2,Customer Appreciation,20
438,6/28/2024,1066,2092,404,3,1065.96,Customer Appreciation,26
439,2/12/2025,1198,2081,404,1,1864.98,Rollback,26
440,12/7/2024,1071,2086,401,0,219.34,Clearance,23
441,9/21/2024,1171,2075,402,0,1121.71,Clearance,6
442,2/18/2025,1149,2040,402,1,66.55,Rollback,10
443,6/2/2024,1066,2064,403,0,1915.58,Clearance,15
444,4/18/2025,1147,2091,404,1,4825.57,Rollback,19
445,11/22/2024,1150,2061,401,3,1988.69,Customer Appreciation,23
446,1/26/2025,1089,2045,401,2,231.37,Manager's Special,13
447,1/25/2025,1019,2022,404,1,574.7,Rollback,18
448,5/14/2025,1048,2025,402,2,445.39,Manager's Special,18
449,9/11/2024,1039,2015,401,3,1540.28,Customer Appreciation,9
450,12/13/2024,1032,2040,404,2,147.82,Manager's Special,7
451,5/2/2025,1056,2016,401,3,1104.5,Customer Appreciation,14
452,12/3/2024,1175,2058,401,3,66.42,Customer Appreciation,4
453,1/25/2025,1025,2070,403,2,75.99,Manager's Special,3
454,12/29/2024,1127,2053,403,3,400.78,Customer Appreciation,19
455,7/25/2024,1058,2092,403,3,432.32,Customer Appreciation,26
456,3/20/2025,1121,2022,404,2,635.07,Manager's Special,18
457,12/18/2024,1101,2023,401,2,3334.38,Manager's Special,25
458,11/19/2024,1092,2071,403,3,1741.37,Customer Appreciation,25
459,5/19/2025,1116,2036,403,3,921.51,Customer Appreciation,21
460,7/4/2024,1118,2018,402,2,1244,Manager's Special,13
461,11/6/2024,1020,2035,403,2,3224.23,Manager's Special,19
462,11/3/2024,1199,2046,404,1,27.51,Rollback,9
463,9/5/2024,1190,2010,402,0,1876.75,Clearance,30
464,11/25/2024,1005,2010,401,1,1866.6,Rollback,17
465,11/2/2024,1020,2016,402,1,1343.92,Rollback,25
466,4/12/2025,1121,2069,403,1,1410.36,Rollback,2
467,8/13/2024,1161,2072,404,2,989.22,Manager's Special,23
468,9/2/2024,1020,2033,402,0,1528.67,Clearance,15
469,7/27/2024,1136,2091,404,3,3186.52,Customer Appreciation,2
470,3/19/2025,1048,2071,404,1,1309.68,Rollback,30
471,3/31/2025,1066,2030,403,2,1714.29,Manager's Special,12
472,8/15/2024,1163,2057,403,3,87.82,Customer Appreciation,8
473,6/22/2024,1047,2036,403,3,503.98,Customer Appreciation,6
474,8/2/2024,1087,2063,403,0,1694.92,Clearance,19
475,5/15/2025,1005,2091,402,2,4227.13,Manager's Special,2
476,7/21/2024,1063,2056,402,0,1483.88,Clearance,10
477,7/10/2024,1053,2087,403,1,132.26,Rollback,4
478,5/10/2025,1064,2038,402,0,474.69,Clearance,17
479,7/18/2024,1083,2041,401,1,688.97,Rollback,29
480,3/14/2025,1152,2019,402,0,2022.9,Clearance,26
481,5/22/2025,1015,2023,401,1,3012.58,Rollback,4
482,1/11/2025,1112,2002,404,1,127,Rollback,4
483,2/9/2025,1138,2024,402,2,586.88,Manager's Special,5
484,4/1/2025,1141,2097,402,2,2543.36,Manager's Special,19
485,3/11/2025,1187,2013,403,1,785.04,Rollback,28
486,5/21/2025,1048,2063,402,2,677.95,Manager's Special,28
487,7/11/2024,1011,2016,402,1,423.65,Rollback,17
488,6/14/2024,1099,2067,403,,1449.8,Clearance,13
489,6/6/2024,1167,2010,404,0,1499.78,Clearance,9
490,4/23/2025,1181,2039,403,0,850.71,Clearance,15
491,8/29/2024,1025,2068,404,1,1897.63,Rollback,13
492,12/17/2024,1191,2039,403,3,1250.64,Customer Appreciation,27
493,8/14/2024,1086,2068,404,2,1993.86,Manager's Special,20
494,4/6/2025,1162,2092,403,1,1122.97,Rollback,24
495,2/27/2025,1115,2050,401,2,1059.34,Manager's Special,19
496,5/30/2025,1076,2027,403,,1394.95,Clearance,21
497,9/21/2024,1142,2073,402,3,319.9,Customer Appreciation,13
498,10/25/2024,1059,2041,401,1,3756.11,Rollback,10
499,3/17/2025,1066,2038,401,3,159.05,Customer Appreciation,15
500,3/8/2025,1111,2015,402,0,1282.78,Clearance,3
501,6/23/2024,1081,2019,403,1,3531.36,Rollback,25
502,5/31/2025,1192,2064,401,2,338.62,Manager's Special,2
503,10/13/2024,1190,2079,403,3,1086.69,Customer Appreciation,24
504,7/27/2024,1124,2073,402,1,569.2,Rollback,27
505,11/14/2024,1147,2079,404,1,3172.45,Rollback,14
506,6/11/2024,1089,2056,402,1,778.95,Rollback,19
507,3/4/2025,1028,2031,402,2,1402.9,Manager's Special,29
508,7/17/2024,1005,2070,402,2,97.23,Manager's Special,23
509,5/30/2025,1171,2039,401,0,4051.35,Clearance,6
510,12/31/2024,1034,2041,403,0,4475.31,Clearance,23
511,11/1/2024,1130,2012,403,0,1026.27,Clearance,22
512,11/22/2024,1005,2097,403,3,582.68,Customer Appreciation,21
513,1/31/2025,1077,2097,403,2,4506.81,Manager's Special,27
514,3/26/2025,1020,2054,404,0,2843.23,Clearance,5
515,1/27/2025,1175,2035,402,2,1981.78,Manager's Special,20
516,12/13/2024,1116,2087,402,2,1802.35,Manager's Special,18
517,4/30/2025,1197,2039,402,0,4277.85,Clearance,20
518,7/31/2024,1089,2052,404,2,416.47,Manager's Special,19
519,7/26/2024,1020,2078,402,1,750.56,Rollback,3
520,2/1/2025,1128,2060,403,3,318.15,Customer Appreciation,9
521,8/19/2024,1034,2052,402,1,178.97,Rollback,30
522,5/6/2025,1157,2041,404,3,688.22,Customer Appreciation,2
523,2/22/2025,1080,2095,401,3,1761.65,Customer Appreciation,7
524,4/18/2025,1005,2005,404,0,907.13,Clearance,24
525,4/20/2025,1073,2054,403,0,4566.54,Clearance,27
526,11/23/2024,1023,2014,402,1,680.75,Rollback,21
527,6/11/2024,1182,2058,401,1,290.91,Rollback,17
528,7/19/2024,1092,2079,402,3,1268.98,Customer Appreciation,30
529,10/13/2024,1038,2023,402,0,1892.83,Clearance,24
530,3/8/2025,1160,2023,402,,554.93,Clearance,16
531,12/2/2024,1001,2063,402,3,911.66,Customer Appreciation,12
532,12/27/2024,1020,2071,402,,1323.89,Clearance,10
533,6/16/2024,1170,2077,403,0,863.07,Clearance,23
534,8/13/2024,1156,2089,402,2,231.6,Manager's Special,9
535,9/30/2024,1097,2097,404,0,1105.46,Clearance,20
536,2/4/2025,1134,2026,402,0,1959.73,Clearance,16
537,12/10/2024,1020,2040,403,2,96,Manager's Special,16
538,12/2/2024,1127,2023,402,1,?,Rollback,30
539,6/11/2024,1030,2026,404,2,1621.78,Manager's Special,17
540,8/27/2024,1176,2019,403,2,1012.27,Manager's Special,19
541,10/12/2024,1145,2003,402,2,984.26,Manager's Special,24
542,11/26/2024,1116,2080,404,2,1637.62,Manager's Special,7
543,5/7/2025,1020,2086,403,0,1386.71,Clearance,18
544,3/20/2025,1090,2023,403,2,3319.3,Manager's Special,25
545,4/5/2025,1099,2019,403,2,1721.74,Manager's Special,23
546,7/7/2024,1095,2038,402,1,1580.64,Rollback,20
547,3/12/2025,1113,2061,402,3,1071.07,Customer Appreciation,22
548,3/11/2025,1066,2066,402,0,1441.67,Clearance,17
549,12/7/2024,1034,2076,401,0,1544.05,Clearance,25
550,2/27/2025,1020,2026,403,2,672.34,Manager's Special,26
551,11/16/2024,1116,2019,401,0,2076.43,Clearance,5
552,10/7/2024,1020,2021,401,2,148.92,Manager's Special,13
553,6/13/2024,1012,2013,401,1,4510.74,Rollback,8
554,1/4/2025,1114,2039,403,0,3900.84,Clearance,13
555,11/23/2024,1032,2041,404,1,4530.65,Rollback,11
556,9/14/2024,1046,2085,403,2,109.02,Manager's Special,2
557,11/26/2024,1118,2036,403,1,841.09,Rollback,4
558,2/13/2025,1066,2068,404,3,525.2,Customer Appreciation,2
559,8/5/2024,1016,2070,404,3,57.91,Customer Appreciation,23
560,2/4/2025,1066,2091,404,3,939.44,Customer Appreciation,7
561,11/17/2024,1103,2019,404,0,4176.65,Clearance,2
562,4/22/2025,1162,2096,402,3,810.47,Customer Appreciation,19
563,12/21/2024,1089,2041,404,2,3122.27,Manager's Special,26
564,12/28/2024,1032,2007,403,0,?,Clearance,28
565,12/17/2024,1028,2003,402,3,1437.96,Customer Appreciation,6
566,11/7/2024,1054,2060,402,3,752.56,Customer Appreciation,22
567,11/9/2024,1171,2013,401,1,2690.16,Rollback,5
568,11/15/2024,1021,2079,404,3,2544.77,Customer Appreciation,24
569,11/12/2024,1098,2023,404,3,1565.37,Customer Appreciation,15
570,12/3/2024,1139,2004,401,2,988.99,Manager's Special,15
571,2/1/2025,1020,2010,401,0,1101.43,Clearance,30
572,12/21/2024,1087,2001,404,3,696.45,Customer Appreciation,2
573,10/19/2024,1075,2013,403,2,2629.22,Manager's Special,21
574,8/9/2024,1020,2079,401,0,845.88,Clearance,24
575,3/14/2025,1157,2041,401,1,3825.35,Rollback,18
576,1/18/2025,1044,2035,404,0,879.81,Clearance,26
577,7/31/2024,1039,2096,404,1,1465.7,Rollback,14
578,8/9/2024,1088,2041,401,,2643.04,Clearance,28
579,11/26/2024,1136,2079,404,3,4672.5,Customer Appreciation,30
580,11/19/2024,1135,2005,401,2,891.98,Manager's Special,14
581,5/3/2025,1085,2019,403,3,3538.81,Customer Appreciation,8
582,9/7/2024,1197,2054,402,0,4242.6,Clearance,20
583,6/6/2024,1066,2044,402,2,96.22,Manager's Special,24
584,7/9/2024,1168,2027,401,0,1229.14,Clearance,6
585,10/28/2024,1165,2023,401,2,3472.15,Manager's Special,21
586,7/3/2024,1070,2088,403,0,171.66,Clearance,2
587,11/1/2024,1066,2033,402,3,441.3,Customer Appreciation,28
588,11/2/2024,1027,2079,402,0,3719.3,Clearance,26
589,7/13/2024,1020,2002,404,0,1345.98,Clearance,11
590,9/17/2024,1100,2065,404,3,1572.83,Customer Appreciation,14
591,3/14/2025,1000,2088,404,2,640.51,Manager's Special,20
592,6/24/2024,1165,2097,403,3,1804.81,Customer Appreciation,17
593,8/23/2024,1098,2038,404,2,1776.17,Manager's Special,29
594,11/15/2024,1034,2039,402,0,3395.33,Clearance,20
595,12/3/2024,1115,2002,401,2,133.49,Manager's Special,22
596,7/20/2024,1170,2086,402,1,121.91,Rollback,29
597,7/29/2024,1120,2079,401,1,3346.98,Rollback,28
598,4/28/2025,1024,2021,401,0,1210.21,Clearance,29
599,12/30/2024,1071,2094,404,1,1931.15,Rollback,17
600,8/27/2024,1116,2009,403,3,61.79,Customer Appreciation,20
601,8/8/2024,1034,2039,404,0,863.25,Clearance,24
602,6/4/2024,1180,2036,404,3,452.01,Customer Appreciation,8
603,1/10/2025,1105,2023,401,3,896.1,Customer Appreciation,3
604,3/30/2025,1107,2035,402,0,4382.29,Clearance,15
605,5/28/2025,1118,2084,402,1,340.97,Rollback,15
606,4/5/2025,1127,2013,401,2,1631.22,Manager's Special,23
607,12/30/2024,1116,2013,402,0,1022.29,Clearance,13
608,4/25/2025,1151,2053,402,2,264.76,Manager's Special,16
609,9/2/2024,1005,2048,402,,155.96,Clearance,18
610,11/15/2024,1032,2054,402,1,4890,Rollback,18
611,8/23/2024,1034,2019,404,1,1489.34,Rollback,12
612,9/28/2024,1116,2070,402,3,40.3,Customer Appreciation,8
613,11/26/2024,1003,2094,402,3,1789.05,Customer Appreciation,21
614,12/25/2024,1034,2005,401,0,818.92,Clearance,7
615,3/24/2025,1025,2030,401,0,842.91,Clearance,15
616,8/30/2024,1061,2011,401,2,945.6,Manager's Special,9
617,12/20/2024,1116,2017,404,2,1422.61,Manager's Special,26
618,6/1/2024,1098,2042,401,2,1244.38,Manager's Special,30
619,12/20/2024,1066,2042,401,2,266.38,Manager's Special,11
620,10/25/2024,1093,2082,401,1,703.11,Rollback,22
621,12/13/2024,1188,2074,402,1,1800.97,Rollback,30
622,12/4/2024,1013,2054,404,0,2893.57,Clearance,12
623,3/29/2025,1115,2086,401,3,811.83,Customer Appreciation,11
624,8/14/2024,1019,2041,401,3,1419.15,Customer Appreciation,7
625,5/16/2025,1005,2069,402,3,1307.13,Customer Appreciation,24
626,9/27/2024,1071,2066,403,2,1584.31,Manager's Special,9
627,11/29/2024,1135,2056,404,1,647.67,Rollback,18
628,3/15/2025,1089,2098,401,2,374.41,Manager's Special,20
629,5/5/2025,1073,2023,402,0,1924.82,Clearance,9
630,7/23/2024,1047,2013,403,1,2929.4,Rollback,28
631,8/7/2024,1006,2063,402,2,1941.79,Manager's Special,27
632,12/14/2024,1165,2060,403,1,1470.66,Rollback,19
633,5/4/2025,1028,2005,402,0,833.18,Clearance,26
634,4/5/2025,1023,2070,402,1,117.39,Rollback,26
635,8/20/2024,1032,2011,404,2,1047.53,Manager's Special,30
636,6/24/2024,1101,2079,403,0,2081.1,Clearance,20
637,5/24/2025,1022,2091,404,2,3776,Manager's Special,7
638,4/26/2025,1106,2039,401,2,4403.87,Manager's Special,23
639,5/28/2025,1005,2079,403,3,3898.6,Customer Appreciation,6
640,7/27/2024,1005,2091,401,2,1867.61,Manager's Special,17
641,12/17/2024,1006,2019,403,3,3496.61,Customer Appreciation,25
642,9/26/2024,1071,2041,404,0,2127.92,Clearance,29
643,11/28/2024,1066,2060,401,0,367.55,Clearance,3
644,6/26/2024,1177,2023,401,3,4798.2,Customer Appreciation,28
645,6/21/2024,1163,2065,402,1,1217.59,Rollback,23
646,8/9/2024,1080,2087,403,2,1181.09,Manager's Special,9
647,3/29/2025,1020,2062,404,1,351.38,Rollback,24
648,8/31/2024,1066,2009,401,0,53.62,Clearance,20
649,10/24/2024,1152,2043,402,0,281.26,Clearance,28
650,7/24/2024,1176,2023,402,0,3933.61,Clearance,20
651,7/18/2024,1032,2005,402,0,1821.63,Clearance,11
652,6/19/2024,1002,2015,402,1,735.49,Rollback,18
653,7/9/2024,1071,2044,403,1,183.26,Rollback,17
654,3/28/2025,1135,2035,403,0,944.09,Clearance,24
655,8/28/2024,1181,2089,402,0,741.9,Clearance,6
656,10/30/2024,1071,2097,403,0,2731.17,Clearance,30
657,10/23/2024,1184,2054,404,2,3812.78,Manager's Special,23
658,2/1/2025,1057,2037,404,0,1614.75,Clearance,28
659,5/10/2025,1003,2062,401,0,819.88,Clearance,20
660,2/4/2025,1189,2021,401,1,1210.17,Rollback,20
661,5/29/2025,1005,2035,403,3,3500.05,Customer Appreciation,22
662,5/15/2025,1130,2091,401,3,3327.67,Customer Appreciation,12
663,7/26/2024,1034,2063,401,3,687.56,Customer Appreciation,3
664,10/1/2024,1194,2097,404,1,2740.55,Rollback,3
665,12/4/2024,1138,2097,401,0,1915.52,Clearance,13
666,10/28/2024,1008,2041,402,1,2250.86,Rollback,26
667,3/7/2025,1125,2087,404,1,813.2,Rollback,17
668,12/1/2024,1157,2098,403,0,299.99,Clearance,27
669,10/25/2024,1149,2054,404,2,2353.68,Manager's Special,11
670,6/24/2024,1071,2075,401,0,273.22,Clearance,12
671,8/10/2024,1009,2054,404,3,4935.94,Customer Appreciation,25
672,10/29/2024,1146,2091,401,1,2762.46,Rollback,3
673,3/7/2025,1157,2079,402,0,2911.25,Clearance,13
674,9/26/2024,1005,2079,401,0,1730.14,Clearance,27
675,12/19/2024,1109,2019,403,2,2929.76,Manager's Special,27
676,8/22/2024,1159,2085,402,1,465.26,Rollback,5
677,5/18/2025,1119,2097,404,0,2139.24,Clearance,2
678,8/1/2024,1020,2052,403,0,1699.64,Clearance,15
679,9/17/2024,1041,2039,402,0,624.67,Clearance,11
680,3/19/2025,1124,2055,404,0,581.79,Clearance,8
681,6/13/2024,1071,2022,401,3,157.89,Customer Appreciation,19
682,4/25/2025,1076,2052,403,0,1687.63,Clearance,26
683,4/5/2025,1066,2074,403,0,288.44,Clearance,11
684,3/22/2025,1149,2095,402,1,391.55,Rollback,30
685,5/22/2025,1065,2007,404,0,876.37,Clearance,17
686,1/30/2025,1037,2091,403,0,4573.53,Clearance,2
687,6/15/2024,1013,2085,402,3,1919.04,Customer Appreciation,4
688,10/24/2024,1031,2030,404,3,1839.96,Customer Appreciation,2
689,9/30/2024,1193,2035,402,2,3950.33,Manager's Special,21
690,11/7/2024,1066,2062,404,2,1759.68,Manager's Special,19
691,3/28/2025,1178,2019,403,2,623.08,Manager's Special,26
692,6/22/2024,1161,2082,402,,645.82,Clearance,23
693,12/21/2024,1071,2098,402,3,672.83,Customer Appreciation,14
694,11/27/2024,1066,2039,403,1,2154.2,Rollback,7
695,11/2/2024,1146,2013,402,3,3655.68,Customer Appreciation,22
696,8/9/2024,1109,2019,401,1,1028.08,Rollback,22
697,2/15/2025,1116,2063,401,1,1730.78,Rollback,29
698,3/14/2025,1126,2055,402,2,419.26,Manager's Special,16
699,8/14/2024,1007,2041,402,1,3579.2,Rollback,30
700,11/22/2024,1116,2088,404,3,1485.4,Customer Appreciation,27
701,9/13/2024,1034,2035,404,0,0,Clearance,26
702,12/4/2024,1101,2016,401,2,1011.04,Manager's Special,17
703,10/15/2024,1022,2070,404,0,146.99,Clearance,5
704,12/3/2024,1071,2055,403,2,1535.05,Manager's Special,24
705,9/16/2024,1042,2046,402,3,30.81,Customer Appreciation,29
706,9/3/2024,1020,2091,404,3,2104.34,Customer Appreciation,23
707,2/10/2025,1126,2023,401,1,1312.95,Rollback,16
708,8/9/2024,1069,2084,402,0,1163.04,Clearance,8
709,11/9/2024,1032,2042,401,0,1201.16,Clearance,25
710,5/15/2025,1039,2091,404,2,526.12,Manager's Special,21
711,5/22/2025,1115,2070,402,0,49.61,Clearance,5
712,3/20/2025,1140,2048,401,1,1553.21,Rollback,6
713,11/4/2024,1071,2079,403,1,2708.8,Rollback,25
714,11/14/2024,1079,2077,402,0,1049.67,Clearance,24
715,11/30/2024,1121,2039,404,3,3262.41,Customer Appreciation,26
716,11/15/2024,1010,2059,402,1,1078.19,Rollback,18
717,1/12/2025,1032,2061,403,1,635.8,Rollback,3
718,9/10/2024,1145,2019,401,3,2590.95,Customer Appreciation,9
719,2/15/2025,1090,2019,401,3,1319.94,Customer Appreciation,17
720,11/2/2024,1020,2046,404,2,138.54,Manager's Special,16
721,3/24/2025,1066,2077,403,0,84.93,Clearance,11
722,11/3/2024,1032,2051,404,2,1928.13,Manager's Special,16
723,1/25/2025,1022,2013,402,0,1346.99,Clearance,12
724,6/12/2024,1037,2055,402,3,872.66,Customer Appreciation,15
725,7/19/2024,1189,2062,404,,523.13,Clearance,13
726,9/28/2024,1100,2013,401,3,4318.77,Customer Appreciation,16
727,2/22/2025,1141,2004,404,3,168.37,Customer Appreciation,19
728,6/8/2024,1141,2079,404,2,2463.04,Manager's Special,20
729,8/6/2024,1120,2029,402,2,129.48,Manager's Special,11
730,2/14/2025,1075,2049,404,2,1609.52,Manager's Special,15
731,4/5/2025,1072,2011,404,1,1009.76,Rollback,23
732,3/17/2025,1126,2029,401,2,59.99,Manager's Special,29
733,8/5/2024,1128,2019,403,1,1508.43,Rollback,22
734,9/14/2024,1090,2098,403,0,1856.93,Clearance,13
735,11/15/2024,1193,2019,401,0,1251.71,Clearance,15
736,7/20/2024,1089,2041,404,3,946.82,Customer Appreciation,17
737,1/12/2025,1035,2035,404,0,4141.15,Clearance,11
738,10/16/2024,1021,2079,403,1,3890.78,Rollback,2
739,11/11/2024,1005,2052,404,2,913.03,Manager's Special,11
740,3/8/2025,1132,2010,403,1,816.87,Rollback,5
741,6/16/2024,1038,2007,403,2,661.71,Manager's Special,11
742,10/17/2024,1135,2018,404,1,1267.5,Rollback,30
743,12/31/2024,1088,2083,404,2,1098,Manager's Special,13
744,11/2/2024,1032,2069,403,2,1526.24,Manager's Special,26
745,8/6/2024,1020,2041,404,0,4287.13,Clearance,30
746,9/14/2024,1031,2019,404,0,4923.28,Clearance,24
747,3/22/2025,1144,2080,402,2,1639.4,Manager's Special,15
748,12/20/2024,1005,2031,401,1,754.47,Rollback,9
749,7/12/2024,1105,2013,404,3,851.33,Customer Appreciation,27
750,1/26/2025,1143,2050,403,3,1393.58,Customer Appreciation,5
751,5/14/2025,1106,2018,402,3,1423.82,Customer Appreciation,10
752,4/12/2025,1071,2004,402,2,281.59,Manager's Special,6
753,4/9/2025,1089,2005,402,2,641.36,Manager's Special,20
754,11/29/2024,1036,2053,401,2,470.38,Manager's Special,17
755,3/28/2025,1031,2008,401,2,1805.56,Manager's Special,5
756,3/13/2025,1184,2016,402,3,1351.08,Customer Appreciation,11
757,8/2/2024,1022,2085,404,3,139.35,Customer Appreciation,29
758,1/24/2025,1071,2021,401,2,291.37,Manager's Special,8
759,12/17/2024,1034,2066,402,0,1875.55,Clearance,5
760,8/14/2024,1071,2039,404,2,702.43,Manager's Special,29
761,4/12/2025,1005,2013,403,0,947,Clearance,12
762,8/9/2024,1020,2019,403,1,4825.06,Rollback,2
763,8/15/2024,1076,2040,402,2,141.82,Manager's Special,24
764,4/26/2025,1071,2075,402,3,575.11,Customer Appreciation,6
765,10/7/2024,1016,2052,402,0,1928.78,Clearance,25
766,1/25/2025,1116,2046,404,1,29.93,Rollback,8
767,12/13/2024,1071,2054,404,,4825.01,Clearance,17
768,12/31/2024,1042,2091,403,3,4290.97,Customer Appreciation,18
769,8/27/2024,1072,2097,401,3,4237.24,Customer Appreciation,18
770,2/18/2025,1110,2097,403,2,4908.38,Manager's Special,21
771,2/10/2025,1169,2043,402,2,1399.1,Manager's Special,15
772,1/12/2025,1032,2013,402,3,2921.59,Customer Appreciation,10
773,3/15/2025,1019,2085,404,2,783.93,Manager's Special,19
774,12/27/2024,1196,2001,401,1,481.97,Rollback,19
775,6/8/2024,1181,2011,403,1,1012.93,Rollback,25
776,10/24/2024,1180,2026,401,3,590.83,Customer Appreciation,29
777,12/3/2024,1071,2072,402,,176.85,Clearance,3
778,9/14/2024,1058,2093,403,0,1401.32,Clearance,25
779,12/11/2024,1143,2000,404,0,679.85,Clearance,16
780,4/5/2025,1031,2059,404,0,487.87,Clearance,16
781,9/21/2024,1114,2046,402,0,41.59,Clearance,7
782,2/1/2025,1063,2054,403,,625.43,Clearance,27
783,11/14/2024,1089,2031,401,2,1652.19,Manager's Special,12
784,12/7/2024,1066,2079,404,3,884.91,Customer Appreciation,5
785,6/27/2024,1089,2088,401,0,911.74,Clearance,24
786,10/1/2024,1016,2013,401,3,3277.86,Customer Appreciation,26
787,11/8/2024,1168,2058,404,3,1257.5,Customer Appreciation,20
788,10/15/2024,1006,2042,402,0,181.71,Clearance,14
789,3/15/2025,1116,2032,403,3,318.46,Customer Appreciation,9
790,6/20/2024,1005,2083,403,1,651.92,Rollback,13
791,10/16/2024,1002,2084,402,,1678.59,Clearance,9
792,4/11/2025,1050,2081,402,2,977.66,Manager's Special,24
793,2/2/2025,1177,2070,403,3,24.68,Customer Appreciation,21
794,4/18/2025,1126,2013,402,3,1575.59,Customer Appreciation,26
795,2/22/2025,1084,2048,402,0,193.78,Clearance,16
796,6/14/2024,1020,2080,403,,435.76,Clearance,6
797,8/11/2024,1184,2097,402,0,1678.05,Clearance,9
798,7/13/2024,1035,2014,403,2,770.8,Manager's Special,20
799,10/26/2024,1005,2008,401,1,423.78,Rollback,7
800,10/29/2024,1153,2081,402,1,623.66,Rollback,3
801,8/2/2024,1020,2065,404,0,1592.44,Clearance,16
802,12/30/2024,1005,2082,403,3,1439.35,Customer Appreciation,13
803,12/9/2024,1126,2074,404,0,1795.03,Clearance,12
804,11/20/2024,1071,2046,402,2,21.87,Manager's Special,30
805,3/1/2025,1132,2074,401,2,961.72,Manager's Special,24
806,11/8/2024,1081,2013,402,2,2115.92,Manager's Special,25
807,7/5/2024,1131,2010,403,0,752.46,Clearance,4
808,12/14/2024,1172,2040,403,1,115.33,Rollback,11
809,2/24/2025,1002,2036,403,3,1652.63,Customer Appreciation,28
810,3/4/2025,1116,2029,402,1,82.22,Rollback,16
811,3/15/2025,1184,2043,401,1,1886.76,Rollback,26
812,11/9/2024,1142,2023,402,0,3464.82,Clearance,10
813,10/20/2024,1005,2051,403,0,112.81,Clearance,4
814,7/28/2024,1084,2077,404,1,174.23,Rollback,11
815,11/1/2024,1084,2057,403,0,396.39,Clearance,29
816,3/30/2025,1006,2019,404,1,2859.78,Rollback,2
817,11/21/2024,1002,2079,404,0,2382.86,Clearance,12
818,2/26/2025,1052,2035,403,3,3087.91,Customer Appreciation,25
819,10/4/2024,1032,2013,402,3,1610.78,Customer Appreciation,15
820,10/11/2024,1125,2073,401,2,1841.85,Manager's Special,6
821,10/18/2024,1076,2022,404,3,1826.12,Customer Appreciation,17
822,8/16/2024,1100,2005,402,1,1274.76,Rollback,6
823,9/27/2024,1178,2027,404,0,199.24,Clearance,28
824,7/14/2024,1083,2021,403,0,192.73,Clearance,26
825,2/4/2025,1097,2046,402,0,109.27,Clearance,11
826,7/27/2024,1118,2008,401,1,903.56,Rollback,9
827,11/25/2024,1041,2013,401,0,2258.82,Clearance,12
828,7/4/2024,1173,2091,403,0,2895.34,Clearance,20
829,11/16/2024,1066,2039,404,,0,Clearance,15
830,3/9/2025,1063,2030,402,3,78.39,Customer Appreciation,3
831,3/28/2025,1016,2019,402,0,984.58,Clearance,30
832,10/11/2024,1048,2069,404,0,256.48,Clearance,15
833,10/9/2024,1089,2035,404,2,2160.41,Manager's Special,30
834,6/29/2024,1020,2063,401,1,234.75,Rollback,26
835,10/9/2024,1099,2098,402,2,1349.42,Manager's Special,12
836,6/29/2024,1032,2081,402,0,1251.88,Clearance,26
837,4/25/2025,1188,2031,401,,628.4,Clearance,5
838,8/2/2024,1034,2039,404,2,1928.92,Manager's Special,17
839,3/15/2025,1005,2036,401,2,451.34,Manager's Special,13
840,6/23/2024,1063,2089,402,3,407.91,Customer Appreciation,28
841,1/4/2025,1032,2035,401,1,1065.02,Rollback,18
842,8/11/2024,1052,2019,404,2,1388.91,Manager's Special,25
843,11/11/2024,1077,2091,402,3,4876.5,Customer Appreciation,19
844,11/4/2024,1032,2078,404,3,793.77,Customer Appreciation,16
845,4/10/2025,1076,2019,402,3,1774.52,Customer Appreciation,11
846,12/18/2024,1085,2091,402,1,0,Rollback,9
847,4/12/2025,1095,2053,404,2,650.23,Manager's Special,6
848,5/28/2025,1034,2015,404,1,900.78,Rollback,8
849,9/13/2024,1184,2046,403,3,112.99,Customer Appreciation,22
850,9/7/2024,1089,2086,401,1,938.17,Rollback,14
851,1/29/2025,1154,2084,402,,1306.57,Clearance,30
852,5/3/2025,1150,2010,402,1,543.1,Rollback,16
853,10/1/2024,1168,2075,403,0,1166.59,Clearance,17
854,3/19/2025,1068,2095,404,0,1641.96,Clearance,21
855,6/1/2024,1005,2083,403,1,413.48,Rollback,7
856,7/26/2024,1128,2057,402,0,1627.9,Clearance,19
857,8/18/2024,1104,2079,401,1,885.68,Rollback,17
858,7/22/2024,1034,2061,404,0,568.86,Clearance,7
859,5/16/2025,1010,2097,401,2,2629.54,Manager's Special,17
860,10/14/2024,1094,2043,403,2,787.95,Manager's Special,28
861,6/25/2024,1084,2000,404,3,1781.54,Customer Appreciation,4
862,7/28/2024,1135,2035,403,3,3471.03,Customer Appreciation,2
863,6/1/2024,1082,2054,401,2,1551.01,Manager's Special,23
864,11/29/2024,1020,2046,401,2,109.67,Manager's Special,9
865,4/16/2025,1183,2016,404,2,1992.79,Manager's Special,9
866,5/28/2025,1114,2061,402,1,1336.5,Rollback,25
867,7/8/2024,1183,2054,404,1,3496.7,Rollback,8
868,5/15/2025,1170,2097,404,2,4693.01,Manager's Special,20
869,3/7/2025,1164,2046,404,1,50.74,Rollback,17
